image_id,text
3739,জনতা গডসেকে ধরে ফেলে এবং পুলিশের হাতে সমর্পন করে। গান্ধী
3740,হত্যার বিচার ১৯৪৮ সালের মে মাসে দিল্লির ঐতিহাসিক লাল কেল্লায়
3741,শুরু হয়েছিল। প্রধান আসামী ছিলেন গডসে এবং তাঁর সহযোগী নারায়ণ
3742,আপ্তে। একই সঙ্গে সহ-আসামি হিসাবে আরও ছয় জনের বিচার শুরু
3743,"হয়েছিল। ""হত্যাকাণ্ড রোধে ব্যর্থতায় পুঙ্খানুপুঙ্খ তদন্ত এড়ানোর জন্য"" স্বরাষ্ট্রমন্ত্রী বল্লভভাই"
3744,পটেলের ইচ্ছাতেই এই কাজ করা হয়েছিল। ১৯৪৯ সালের ৮ই নভেম্বর
3745,গডসে এবং আপ্তেকে মৃত্যুদণ্ড দেওয়া হয়েছিল। ১৯৪৯ সালের ১৫ই নভেম্বর
3746,"তড়িৎ-চুম্বকীয় বিকিরণের সাধারণ ধৰ্মসমূহ হচ্ছে তরঙ্গদৈৰ্ঘ্য, কম্পাংক ও এর দ্বীপন"
3747,প্ৰাবল্য। যত বিকিরণ তরঙ্গ‌দৈৰ্ঘ্য দৃশ্যমান বৰ্ণালীর সীমার ভিতরে থাকে ততটুকু
3748,মানব চক্ষুতে বিভিন্ন রং হিসেবে দেখা যায়। দৃশ্যমান বৰ্ণালীর সীমা
3749,প্ৰায় ৩৯০  ন্যানোমিটার থেকে ৭০০ ন্যানোমিটার। একে দৃশ্যমান আলো
3750,"উপন্যাসটির প্রথম দুটি অংশ ""দ্য পোস্টম্যান"" (১৯৮২) এবং ""সাইক্লপস"" (১৯৮৪)"
3751,"নামে আলাদাভাবে প্রকাশিত হয়েছিল। ১৯৯৭ সালে, উপন্যাস অবলম্বনে কেভিন কসনার"
3752,জাতীয় গ্রিডে ত্রুটির কারণে ১ নভেম্বর সকাল থেকে সারা বাংলাদেশের
3753,সব জায়গায় বিদ্যুৎ সরবরাহ বন্ধ হয়ে যায়। বাংলাদেশে এত দীর্ঘ
3754,বিদ্যুৎ বিপর্যয় এই প্রথম। সরকারের দাবি যান্ত্রিক ত্রুটির কারণে এই
3755,ভয়াবহ বিপর্যয় দেখা দেয়। ফলে বিদ্যুৎ সঙ্কট দীর্ঘায়িত হয় মধ্যরাত
3756,পর্যন্ত।  ১ নভেম্বর সকাল সাড়ে ১১টার দিকে রাজধানী ঢাকার
3757,বিভিন্ন এলাকায় একে একে বিদ্যুৎ সরবরাহ বন্ধ হয়ে যেতে শুরু
3758,"করে। ঢাকায় প্রধানমন্ত্রীর কার্যালয়, জাতীয় সংসদ ভবনসহ অন্যন্য সরকারি ভবনেও"
3759,বিদ্যুৎ সরবরাহ বন্ধ হয়ে যায়। বিদ্যুতের এমন বিপর্যয় আগে কখনও
3760,সৌদি আরব মধ্যপ্রাচ্যের বৃহত্তম আরব জাতি। উত্তর ও উত্তর-পূর্বে জর্ডান
3761,"ও ইরাক, পূর্বে কুয়েত, কাতার, বাহরাইন এবং সংযুক্ত আরব আমিরাত,"
3762,রাজত্ব হাঙ্গেরিয়ান ক্রাউনের ল্যান্ডস এর একটি অংশ হিসাবে অব্যাহত ছিল
3763,এবং এটি হাঙ্গেরিয়ান রাষ্ট্রত্বের টিকে থাকার প্রতীক ছিল। এটি হাবসবার্গ-শাসিত
3764,রাজ্য হাঙ্গেরিতে হ্যাবসবার্গের দখলের বিরুদ্ধে হাঙ্গেরীয় স্বার্থের প্রতিনিধিত্ব করে।
3765,প্রথাগত হাঙ্গেরিয়ান আইন শাসনের ক্ষেত্রে অত্যন্ত যত্ন সহকারে অনুসরণ করতে
3766,"হয়েছিল; অধিকন্তু, রাজ্যটি প্রধানত প্রোটেস্ট্যান্ট ছিল। রাকোসির স্বাধীনতা যুদ্ধের অস্থির"
3767,১৯১৯ সালে ব্রিটিশ শাসনের সময় উখরুল জেলাকে এক মহকুমা হিসাবে
3768,রাখা হয়েছিল। ১৯৬৯ সালে ভারত সরকার এই জেলাকে 'মণিপুর পূর্ব'
3769,জেলা নাম দিয়ে পূর্ণাঙ্গ জেলার মর্যাদা দেয়। ভাষাতত্ত্বের দিক থেকে
3770,উখরুলের মূল অধিবাসী তাংখুল নাগারা চীনা-তিব্বতীয় গোষ্ঠীর তিব্বতীয়-বর্মা বিভাগের অন্তর্ভুক্ত।
3771,এই সূত্রই তাদের ঐতিহাসিকভাবে উত্তরের চীন এবং তিব্বতীয় মূলের বলে
3772,ইঙ্গিত দেয়। তাংখুলদের অন্যতম প্রাচীন মূল চীন জিজিয়াং অঞ্চলের হুয়াংহো
3773,এবং য়াংজে নদীর উপত্যকা বলে জানা যায়। জীবন-নির্বাহের সহজ পথের
3774,সন্ধানে তাঁরা বিভিন্ন শহরে অভিবাসন করে। এর একটা শাখা এসে
3775,দক্ষিণে মায়ানমার যায়। তাংখুলকে ধরে অন্যান্য নাগা জনজাতি মায়ানমার থেকে
3776,"এসে মণিপুর, নাগাল্যান্ড, অসম এবং অরুণাচল প্রদেশে বসতি স্থাপন করে।"
3777,হ্যামলেট চুরুট প্রথম ১৯৬৪ সালে যুক্তরাজ্যে চালু করা হয়েছিল এবং
3778,আরও সম্প্রতি পশ্চিম ইউরোপের অন্যান্য বাজারেও চালু হয়েছে। তারা তাদের
3779,"হাস্যকর বিজ্ঞাপনের জন্য যুক্তরাজ্যে সর্বাধিক বিখ্যাত, যেগুলি এমন দৃশ্য উপস্থাপন"
3780,"করে যেখানে একজন ব্যক্তি, কিছুতে হতাশাজনকভাবে ব্যর্থ হয়ে, হ্যামলেট সিগার"
3781,দীপান্বিতা বাংলাদেশ টেলিভিশনে শিশুশিল্পী হিসেবে তার অভিনয় জীবন শুরু করেন।
3782,তিনি যখন ষষ্ঠ শ্রেণির ছাত্রী তখন তার মঞ্চে অভিষেক হয়।
3783,শহীদুল আলম সাচ্চুর নির্দেশনায় থিয়েটার সেন্টারের একটি একক পরিবেশনায় তিনি
3784,"প্রথম মঞ্চে পরিবেশনা করেন। এরপর তিনি নাগরিক নাট্যাঙ্গনের 'চাঁদবণিকের পালা',"
3785,"দেশ নাটকের 'নিত্যপুরাণ', মহাশ্বেতা দেবীর উপন্যাস অবলম্বনে সাঁওতাল সম্প্রদায়ের গল্প"
3786,নিয়ে 'বিরসা কাব্য'-এ অভিনয় করেন। তার অভিনীত প্রথম চলচ্চিত্র বেলাল
3787,আহমেদের মাটির জাহাজ। ২০০৭-০৮ সালে নির্মিত হলেও চলচ্চিত্রটি মুক্তি পায়নি।
3788,"উপাদান গুলির সম্মতি, একটি বিশ্বব্যাপী ঘড়ির অভাব, এবং উপাদান গুলির"
3789,কার্যকলাপ একে অপরের উপর নির্ভরশীল নয় । ডিস্ট্রিবিউটেড সিস্টেমের উদাহরণ:
3790,"এসওএ-ভিত্তিক সিস্টেমগুলি , মাল্টিপ্লেয়ার অনলাইন গেম , পিয়ার-টু-পিয়ার অ্যাপ্লিকেশন ইত্যাদি।"
3791,নেতাজির পরিকল্পনা অনুসারে ওয়ার্নার ও মারিয়া ভন অ্যাক্সটার-হেউটলাস এই ডাকটিকিটগুলির
3792,"সঙ্গীত পরিবেশন করেন। তাঁর দুটি ভিডিও ফেসবুকে অসম্ভব জনপ্রিয় হয়েছিল,"
3793,যা তাঁকে প্রাচ্য পাশ্চাত্যের মেলবন্ধনে তৈরি রাজস্থানী সংগীতের সর্বাধিক স্বীকৃত
3794,"মুখ করে তুলেছিল। রাজস্থানী সংবাদ মাধ্যম এখন তাঁকে ""ম্যাশআপ মহারাণী"""
3795,এই বোরো শহরটি ৩.৮৫ বর্গকিমি জুড়ে এবং এটি প্রধানত বাণিজ্যিক
3796,"এবং শিল্প নগর, এখানকার স্থানীয় জনসংখ্যা খুব কম। ২০০০ সালে"
3797,"এখানে ২১২ জন বাসিন্দা ছিল, এটি সর্বনিম্ন জনসংখ্যার ঘনত্বের সাথে"
3798,মূল শিকোকু দ্বীপ ছাড়াও সংলগ্ন ক্ষুদ্র ক্ষুদ্র দ্বীপগুলিও শিকোকু দ্বীপ
3799,"অঞ্চলের অন্তর্গত। সমগ্র অঞ্চলটির ক্ষেত্রফল প্রায় ১৮,৮০০ বর্গ কিলোমিটার (৭,২৫৯"
3800,"বর্গমাইল)। এর অন্তর্গত চারটি প্রশাসনিক অঞ্চল হল এহিমে, কাগাওয়া, কোওচি"
3801,ও তোকুশিমা। উত্তরে সেতো সাগরের অপর পাড়ে অবস্থিত হোনশু দ্বীপের
3802,"ওয়াকায়ামা, ওসাকা, হিয়োগো, ওকায়ামা, হিরোশিমা এবং য়ামাগুচি প্রশাসনিক অঞ্চল। পশ্চিমে"
3803,মীনা সিংহের জন্ম হয়েছিল শ্রীমতিতে। তার বাবা ও মায়ের নাম
3804,হলো - নায়না দেবী এবং শ্রী রামেশ্বর সিং। তিনি ১৯৮২
3805,সালে বেনারস হিন্দু বিশ্ববিদ্যালয় থেকে আর্টস ডিগ্রি লাভ করেন। ভারতীয়
3806,রাজনীতিতে প্রবেশ করার আগে তিনি তার স্বামীর নির্বাচনী এলাকার লোকদের
3807,মুম্বইয়ের এক মধ্যবিত্ত গুজরাতি জৈন পরিবারে আশা পারেখের জন্ম। বাবা
3808,আহমেদাবাদের পিরানার কাছাকাছি পল্ডিতে জন্মগ্রহণ করেন ও মাতা দাউদি বোরা
3809,মুসলিম ছিলেন। পারেখের ধর্মীয় বিশ্বাসবোধ সাঁই বাবাকে ঘিরে গড়ে উঠে।
3810,শৈশবেই তার মা ভারতীয় ধ্রুপদী নৃত্যে তালিম দেন। পণ্ডিত বংশীলাল
3811,"পরিকাঠামো ও স্থায়ী বিদ্যায়তন প্রস্তুত না হওয়া পর্যন্ত, প্রতিষ্ঠানটি অস্থায়ীভাবে"
3812,সরকারি ইঞ্জিনিয়ারিং কলেজ রায়পুরের বিদ্যায়তনে কার্যক্রম শুরু করেছিল। আইআইটি ভিলাইয়ের
3813,এই অস্থায়ী বিদ্যায়তনটি রায়পুরের পুরাতন ধমতরি রোডের সেজবাহার এলাকায় অবস্থিত।
3814,জিইসি ভবনের চারতলা ব্লক-বি সম্পূর্ণভাবে সংস্কার করা হয়েছে এবং আইআইটি
3815,ভিলাইয়ের জন্য সজ্জিত করা হয়। অস্থায়ী বিদ্যায়তনটি কেন্দ্রীয় রায়পুর শহর
3816,"থেকে প্রায় ১০ কিলোমিটার দূরে অবস্থিত এবং এটি রেলওয়ে স্টেশন,"
3817,"২০১৫ সালে, বোটমান নেদারল্যান্ডস অনূর্ধ্ব-১৫ দলের হয়ে নেদারল্যান্ডসের বয়সভিত্তিক পর্যায়ে"
3818,১৯৬০ সালের ৭ সেপ্টেম্বর বিশ্বনাথ মহাবিদ্যালয় স্থাপন করা হয়৷ বর্তমানে
3819,"মহাবিদ্যালয়টিতে ১৭০৩ জন ছাত্র-ছাত্রী, ৬৭ জন শিক্ষক এবং ৫২ জন"
3820,"৩২,০০০ ধারণক্ষমতাবিশিষ্ট রোমেল ফের্নান্দেস স্টেডিয়ামে লস কানালেরোস নামে পরিচিত এই"
3821,দলটি তাদের সকল হোম ম্যাচ আয়োজন করে থাকে। এই দলের
3822,প্রধান কার্যালয় পানামার রাজধানী পানামা সিটিতে অবস্থিত। বর্তমানে এই দলের
3823,ম্যানেজারের দায়িত্ব পালন করছেন টমাস খ্রিস্টিয়ানসেন এবং অধিনায়কের দায়িত্ব পালন
3824,১৭৯৩ইং সনের কেন্দ্রীয় ও প্রাদেশিক আইনসভায় একটি ভূমি অভিজাত শ্রেণী
3825,সৃষ্টি করা হয়েছিল যারা ব্রিটিশ সাম্রাজ্যের প্রতি অনুগত থাকবে। গভর্নর
3826,জেনারেল লর্ড কর্নওয়ালিশ ১৭৯৩ইং সনে চিরস্থায়ী বন্দোবস্ত প্রথাটি এই দেশে
3827,প্রবর্তন করেছিলেন। ১৮৮৫ইং সনের আইনে জমিদারদের সাথে রায়তের অধিকার ও
3828,"দায়িত্ব নির্ধারিত, পরিচালিত ও নিয়ন্ত্রিত ছিল। ১৯৪৮ইং সনে ব্রিটিশ শাসনের"
3829,অবসান হলে আইনটি এই অঞ্চলে জমিদারী প্রথা বাতিল করে এবং
3830,সমস্ত ভূমি ফেডারেল সরকারে অধীনে চলে যায়। এটাকে সামন্ত শ্রেণীর
3831,পরিবর্তে রাজ্যে জনগণের গণতান্ত্রিক নীতি হিসেবে দেখা হত। ১৯৫৩ইং সনে
3832,ভারতের সংবিধানে অনুরূপ একটি আইন প্রবর্তন করা হয়। আধুুনিক পাকিস্তানে
3833,এটি আর সংশোধন হয়নি যার ফলে পাকিস্তানের রাজনীতি এবং সরকারে
3834,১৮৯২ সালে ইংল্যান্ডে গঠিত আসাম বেঙ্গল রেলওয়ে কোম্পানি এদেশে রেলপথ
3835,নির্মাণের দায়িত্ব নেয়। ১৮৯৫ সালের ১ জুলাই চট্টগ্রাম থেকে কুমিল্লা
3836,১৫০ কিমি মিটারগেজ লাইন এবং লাকসাম থেকে চাঁদপুর পর্যন্ত ৬৯
3837,কিমি রেললাইন জনসাধারণের জন্য খোলা হয়। লাকসাম-চাঁদপুর লাইনের স্টেশন হিসেবে
3838,"কাঁচামাল বা অপরিপক্ক উপাদানগুলিকে বিভিন্ন উপায়ে প্রক্রিয়াজাত করে এগুলির বিশোধন,"
3839,"ধর্ম পরিবর্তন, আকৃতি প্রদান বা এগুলির ভেতরে অন্য উপাদান অনুপ্রবিষ্টকরণের"
3840,মতো কাজ সম্পন্ন করা হতে পারে। কাঁচামাল থেকে রাসায়নিক সংশ্লেষণের
3841,হাতে ধরার দণ্ড। অনেক সময় হাতল ধরার বা ঝুলিয়ে রাখার
3842,সুবিধার্থে আঁকশির মত বাঁকা হয়। অনেক ক্ষেত্রে ছাতার বাঁট থাকে
3843,১৯৭২ সালের পহেলা মার্চ সুইজারল্যান্ড বাংলাদেশকে একটি স্বাধীন দেশ হিসেবে
3844,স্বীকৃতি দেয় এবং উভয় দেশের মধ্যে কূটনৈতিক সম্পর্ক স্থাপন করে।
3845,বাংলাদেশের ঢাকায় সুইজারল্যান্ডের একজন আবাসিক রাষ্ট্রদূত রয়েছে। সুইজারল্যান্ডের জেনেভায় বাংলাদেশের
3846,একজন আবাসিক রাষ্ট্রদূতসহ একটি দূতাবাস রয়েছে। দুই দেশ ২০১৩ সাল
3847,থেকে তাদের পররাষ্ট্র মন্ত্রণালয়ের মাধ্যমে নিয়মিত রাজনৈতিক পরামর্শ বিনিময় করে।
3848,"রিয়াল মাদ্রিদ ডিফেন্ডিং চ্যাম্পিয়ন, কিন্তু ২০২২-২৩ উয়েফা চ্যাম্পিয়ন্স লিগের সেমিফাইনালে"
3849,চূড়ান্ত বিজয়ী ম্যানচেস্টার সিটির কাছে বাদ পড়ার পর তারা তাদের
3850,"সম্প্রদায়টির নিজস্ব সংসদ, সরকার ও প্রশাসন রয়েছে। এর দাফতরিক পতাকাটি"
3851,দাহইয়া ইবনে খলিফা ইবনে ফারওয়া ইবনে ফুযালা ইবনে ইবেন যাইদ
3852,ইবনে ইমরাউল কায়েস ইবনে খাযরাজ ইবনে মানাত ইবনে আমের ইবনে
3853,বকর ইবনে আমের আল-আকবার ইবনে আউফ ইবনে উযরা ইবনে যাইদ
3854,তিনি অস্ট্রেলিয়ান গ্ল্যাডিয়েটর্সের ২০০৮ ধারাবাহিকের 'নাইট্রো' রূপে উপস্থিত হয়েছিল।
3855,বাংলাদেশ এবং ভারতের মধ্যে হিলি সীমান্ত দিয়ে উল্লেখযোগ্য পরিমাণ আমদানী
3856,রপ্তানি  ব্যবসা-বাণিজ্য হয়ে থাকে। এখানে তুলনামূলক হারে চোরাকারবারির সংখ্যা
3857,ভূঁইয়া বাংলাদেশ প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে স্থাপত্যে স্নাতক ডিগ্রি
3858,সম্পন্ন করেন। তিনি জুমা প্রেসের একজন চুক্তিভিত্তিক আলোকচিত্রশিল্পী হিসেবে কাজ
3859,করেন এবং অ্যাবসার্ড ফটোস বাংলাদেশ এর সহ-প্রতিষ্ঠাতা। ইমেজ কলিগ সোসাইটি
3860,১৯৭০ সালের প্রলয়ংকরী ঘূর্ণিঝড়ের পর হাড়িয়াভাঙ্গা নদীর মোহনার অদূরে বাংলাদেশের
3861,সমুদ্রসীমায় দক্ষিণ তালপট্টি দ্বীপ জেগে ওঠে। নদীর মোহনা থেকে দুই
3862,কিলোমিটার দূরে এর অবস্থান। ১৯৭৪ সালে একটি আমেরিকান স্যাটেলাইটে আড়াই
3863,হাজার বর্গমিটার এ দ্বীপটির অস্তিত্ব ধরা পড়ে। পরে রিমোট সেন্সিং
3864,"সার্ভে চালিয়ে দেখা গিয়েছিল, দ্বীপটির আয়তন ক্রমেই বাড়ছে এবং একপর্যায়ে"
3865,"এর আয়তন ১০ হাজার বর্গমিটারে দাঁড়ায়। তবে অনেকে দাবি করেন,"
3866,১৯৫৪ সালে প্রথম দ্বীপটির অস্তিত্ব ধরা পড়ে। দ্বীপটির মালিকানা বাংলাদেশ
3867,দাবি করলেও ভারত ১৯৮১ সালে সেখানে সামরিক বাহিনী পাঠিয়ে তাদের
3868,"পতাকা ওড়ায়। ভারতের যুক্তি, ১৯৮১ সালের আন্তর্জাতিক জরিপ অনুযায়ী দক্ষিণ"
3869,"তালপট্টির পূর্ব অংশটির অবস্থান ভারতের দিকে, যা ১৯৯০ সালের ব্রিটিশ"
3870,"১৯৯৫ সালে, মিয়ানমারে ৪-জাতি টাইগার ট্রফির সময় তার বাংলাদেশ জাতীয়"
3871,দলে অভিষেক হয়। ফরহাদ ২০০৩ সালের সাফ গোল্ড কাপের গ্রুপ
3872,নিয়া মারি গ্লাসি একটি ৩ বছরের মেয়ে ছিল যে তার
3873,মায়ের প্রেমিক এবং তার ভাইদের দ্বারা নির্যাতিত হয়ে শেষ পর্যন্ত
3874,হত্যার শিকার হয়েছিল। তার মৃত্যু নিউজিল্যান্ডে বড় ধরনের ক্ষোভের সৃষ্টি
3875,"করে, যার ফলে প্রচার মাধ্যমগুলিতে অসংখ্য বিবরণ বার হয়েছিল এবং"
3876,প্রধানমন্ত্রী হেলেন ক্লার্ক এই মামলা সম্পর্কে কথা বলতে বাধ্য হয়েছিলেন।
3877,অনিল কুমার ভট্টাচার্য ১৯১৫ খ্রিষ্টাব্দের মার্চ-এপ্রিল মাসে পশ্চিমবঙ্গের ২৪ পরগনা
3878,জেলার  ভাটপাড়ায় জন্মগ্রহণ করেন। তার পিতা ও মাতার নাম
3879,ভবনাথ ভট্টাচার্য ও লীলাবতী দেবী। অনিল কুমার ভট্টাচার্য ১৯৩২ খ্রিষ্টাব্দে
3880,কলকাতা বিশ্ববিদ্যালয় থেকে ম্যাট্রিকুলেশন পরীক্ষায় উত্তীর্ণ হন এবং হুগলী মহসিন
3881,কলেজ থেকে ১৯৩৪ খ্রিষ্টাব্দে আইসিএস পরীক্ষায় উত্তীর্ণ হন। ১৯৩৬ খ্রিষ্টাব্দে
3882,সেই কলেজ থেকেই তিনি বিএ / বিএসসি-তে প্রথম বিভাগের প্রথম
3883,স্থান লাভ করেন। এরপর কলকাতা বিশ্ববিদ্যালয়ে গণিতশাস্ত্রে এমএ পড়তে যান।
3884,সেখানে তিনি তার শিক্ষক হিসাবে এফ ডব্লিউ লেভি এবং রাজচন্দ্র
3885,বসুকে পান এবং গোল্ড মেডেলিস্ট হিসেবে ১৯৩৮ খ্রিষ্টাব্দে এমএসসি পরীক্ষায়
3886,ঘরোয়া প্রথম-শ্রেণীর পাকিস্তানি ক্রিকেটে করাচি দলের প্রতিনিধিত্ব করেছেন। দলে তিনি
3887,মূলতঃ মাঝারীসারির চমকপ্রদ ব্যাটসম্যান ছিলেন। ডানহাতে ব্যাটিংয়ের পাশাপাশি ডানহাতে মিডিয়াম
3888,এটি ব্রিটিশ সম্পত্তি বাকিংহাম প্যালেস এবং বিশ্বের সবচেয়ে মূল্যবান ব্যক্তিগত
3889,আবাসের পরে বিশ্বের দ্বিতীয় মূল্যবান আবাসিক সম্পত্তি হিসাবে বিবেচিত। একক
3890,পরিবার কর্তৃক এর বিতর্কিত নকশা এবং অসতর্কতা ব্যবহার এটিকে ভারতে
3891,"এবং এর বাইরেও কুখ্যাত করে তুলেছে, বিখ্যাত মিডিয়ায় স্থাপত্য সংবাদমাধ্যমের"
3892,শান্তা কুমার জগন্নাথ শর্মা এবং কৌশল্যা দেবীর ঘরে ১২ সেপ্টেম্বর
3893,"ড্র অনুষ্ঠিত হয়েছিল ৩০ মার্চ ২০২৩ এ ফুটবল হাউস, দ্বারকা,"
3894,"নয়াদিল্লিতে।  ড্রতে বক্তৃতা দিতে গিয়ে, অল ইন্ডিয়া ফুটবল ফেডারেশনের"
3895,"সেক্রেটারি জেনারেল শাজি প্রভাকরণ বলেন, ""সমস্ত ১৬টি দলের জন্য আমার"
3896,শুভেচ্ছা ... ভারতীয় মহিলা ফুটবলের বিকাশ এবং দ্রুত বৃদ্ধির জন্য
3897,"একটি সামগ্রিক পরিস্থিতি তৈরি করার জন্য সমস্ত প্রচেষ্টা করা হয়েছে৷"""
3898,বিবরণ দেয়। শুধু অধ্যায়ের শিরোনামে দেবী শান্তদুর্গার উল্লেখ আছে এবং
3899,দেবীর এই উপাখ্যানটি অন্য কোথাও উল্লেখ নেই। এই বিভাগটি নাগব্য
3900,করে। দেবী শান্তামুনির সামনে আবির্ভূত হন এবং তাই তিনি শান্তদুর্গা
3901,নামে পরিচিত। অনেক জায়গায় দুর্গাকে তার হিংস্র প্রকৃতিতে চিত্রিত করা
3902,"হয়েছে, তবুও শান্তা (শান্তিময়) বিশেষণটি দুর্গার প্রায় সমস্ত নামাবলীতে পাওয়া"
3903,এই অংশের ১৮ নং শ্লোকে পিঁপড়ার ঢেপিতে দেবীর অন্তর্ধানের কথা
3904,বলা হয়েছে। এই পিঁপড়ার পাহাড়গুলো প্রতীকীভাবে দেবী শান্তদুর্গা এবং সেইসাথে
3905,১৯২৮ সালে প্রকাশনার পর উপন্যাসটি নিষিদ্ধ করার প্রয়াস চালায় ব্রিটিশ
3906,সরকার তবে তারা ব্যর্থ হয় কারণ তখন থেকেই নারী-পাঠিকাদের মধ্যে
3907,উপন্যাসটি জনপ্রিয় হয়ে গিয়েছিলো যদিও শুরুর দিকে একটু গোপনে গোপনে
3908,বিক্রি করা হতো কারণ পুলিশ দ্বারা গ্রেফতার হওয়ার ভয় ছিলো।
3909,২০০৪-০৫ মৌসুমে অস্ট্রেলিয়ার ঘরোয়া ক্রিকেট প্রতিযোগিতায় তাসমানিয়ার সাথে খেলার জন্য
3910,চুক্তিবদ্ধ হন। আঘাত ও দূর্বল ক্রীড়ানৈপুণ্যের প্রেক্ষিত অধিকাংশ খেলা থেকেই
3911,নিজেকে বিরত রাখতে হয়। নিজ দেশে ফিরে টেস্ট দলের সদস্য
3912,"ধর্ম প্রচারক জরথুস্ত্র সাধারনভাবে স্বীকৃত একজন ঐতিহাসিক ব্যক্তিত্ব, কিন্তু তার"
3913,সমসাময়িক কাল সম্পর্কে পরিষ্কারভাবে তেমন কিছুই জানা যায়না। অনেক পণ্ডিতের
3914,মতানুসারে তিনি আনুমানিক খ্রীষ্টপূর্ব ১২০০ শতাব্দীর প্রাচীন ধর্মমত প্রবর্তকদের অন্যতম
3915,"একজন, যদিও অন্য অনেকের মতে তিনি খ্রীষ্টপূর্ব ১৮০০ শতাব্দীর অথবা"
3916,খ্রীষ্টপূর্ব ৭ম হতে ৬ষ্ঠ শতাব্দীর মধ্যবর্তী মহান কুরুশের সমকালিন একজন
3917,চলচ্চিত্রটির সঙ্গীত পরিচালনা করেছেন আলী আকরাম শুভ।সাথী পেয়েছে এ জীবন
3918,"২০১৮–১৯ মৌসুমে, নেপালি ক্লাব নেপাল পুলিশের হয়ে খেলার মাধ্যমে তিনি"
3919,তার জ্যেষ্ঠ পর্যায়ের খেলোয়াড়ি জীবন শুরু করেছেন; নেপাল পুলিশের হয়ে
3920,মাত্র এক মৌসুম অতিবাহিত করার পর ২০১৯ সালে তিনি মনাং
3921,মরস্যাংদিতে যোগদান করেছেন। মনাং মরস্যাংদিতে এক মৌসুম অতিবাহিত করার পর
3922,উবুন্টু অপারেটিং সিস্টেম ব্যবহারকারীদের উদ্দেশ্যে এই পত্রিকাটি প্রকাশ করা হয়।
3923,"এখানে প্রধানত রিভিউ, কমিউনিটির বিভিন্ন সংবাদ, ব্যবহার পদ্ধতি/সহায়িকা এবং বিভিন্ন"
3924,ধরনের টিপস দেয়া হয়। এছাড়া একেবারে নতুন ব্যবহারকারীদের জন্য এখানে
3925,"খাদ্য সংরক্ষণ করার জন্য বিভিন্ন প্রক্রিয়া উদ্ভাবিত হয়েছে। কিউরিং, পিকলিং,"
3926,"হিটিং, কুলিং, ফ্রিজিং ইত্যাদি খাদ্য সংরক্ষণের জনপ্রিয় কয়েকটি প্রক্রিয়া। এছাড়াও"
3927,পূর্বে বেশকিছু প্রক্রিয়া অনুসৃত হত; এ প্রক্রিয়াগুলোতে তুলনামূকলভাবে বর্তমানের চেয়ে
3928,"কম শক্তিপ্রয়োগ করলেও হত, এবং তা কম কার্বন নিঃসরণ করত।"
3929,"সোমার, সম্ভবত কেন্টে জন্মগ্রহণ করেছিলেন, রাজা দ্বিতীয় রিচার্ডের দরবারে একজন"
3930,যুবক হিসেবে লন্ডনে চলে আসেন। ১৩৯৩ সালে তাকে রাজকীয় সেবক
3931,হিসাবে প্রতি বছর ৫ পাউন্ড দেওয়া হয়েছিল। রিচার্ড দ্বিতীয় রাজা
3932,হেনরি চতুর্থ কর্তৃক ক্ষমতাচ্যুত হলে তিনি তার অবস্থান বজায় রাখেন
3933,এবং কোষাধ্যক্ষের প্রথম অ-সাধারণ ক্লার্কদের একজন হয়ে ওঠেন। তিনি প্রিভি
3934,"ওয়ারড্রোবের রক্ষক (১৪০৫-০৭), রয়্যাল পার্কের রক্ষক এবং কেম্পটনের ম্যানরের কাস্টোডিয়ান"
3935,রেজ্জাকুল হায়দার চৌধুরী ১৮৮৯ সালে বেগমগঞ্জ থানার অন্তর্গত গোপালপুর গ্রামে
3936,জন্মগ্রহণ করেন। গোপালপুর চৌধুরী বাড়ির আলী হায়দার চৌধুরীর ৭ পুত্রের
3937,"ক্যাসাল এল ভেনড্রেল, কাতালোনিয়া, স্পেনে জন্মগ্রহণ করেন। তার পিতা কার্লস"
3938,ক্যাসালস ই রিবেস (১৮৫২-১৯০৮) একজন প্যারিশ অর্গানবাদক এবং সমবেত সংগীতগুরু
3939,"ছিলেন। তিনি ক্যাসলকে পিয়ানো, গান, ভায়োলিন ও অর্গান বাজানো শেখান।"
3940,তিনি কঠোর শৃঙ্খলাপরায়ণ ছিলেন। যখন ক্যাসাল তরুণ ছিলেন তখন তার
3941,"বাবা দেয়াল থেকে পিয়ানো বের করে তাকে এবং তার ভাই,"
3942,আর্টারকে এর পিছনে দাঁড় করিয়ে একের পর এক তাল বাজাতেন
3943,এবং তাকে ও আর্টারকে ওগুলোর নোট বলতে হত। চার বছর
3944,"বয়স থেকেই ক্যাসাল ভায়োলিন, পিয়ানো ঈ বাঁশি বাজাতে পারত এবং"
3945,ছয় বছর বয়সে সে এককভাবে জনসম্মুখে ভায়োলিন বাজান। সেলোর ন্যায়
3946,একটি বাদ্যযন্ত্রের সাথে তার প্রথম পরিচয় ঘটে একজন ভ্রমণকারী কাতালান
3947,সংগীতশিল্পীর হাতে উক্ত যন্ত্র বাজাতে দেখে। তার অনুরোধে তার পিতা
3948,ঐ যন্ত্রের ন্যায় একটি অশোধিত সেলো নির্মাণ করেন এবং তা
3949,বানান লাউ ব্যবহার করে। এগার বছর বয়সে ক্যাসাল সর্বপ্রথম সত্যিকার
